"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.RDB"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"0.3"	"0.05"	"1"	"80"	"MLE"	"0.87091"	"0.32353"	"0.45004"	"0.39102"	"0.88025"	"0.04349"	"14.72987"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"81"	"MLE"	"0.88398"	"0.33256"	"0.38458"	"0.36254"	"0.99663"	"0.00772"	"28.55603"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"82"	"MLE"	"0.92674"	"0.33048"	"0.29819"	"0.29248"	"0.98988"	"0.01367"	"23.98922"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"83"	"MLE"	"0.806"	"0.45094"	"0.30449"	"0.38381"	"0.94525"	"0.03449"	"16.58442"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"84"	"MLE"	"0.81643"	"0.37611"	"0.42427"	"0.35637"	"0.96277"	"0.02533"	"19.05417"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"85"	"MLE"	"0.80657"	"0.47994"	"0.36217"	"0.41261"	"0.81013"	"0.05918"	"12.26618"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"86"	"MLE"	"0.88792"	"0.30078"	"0.32126"	"0.41815"	"0.92244"	"0.03626"	"16.1856"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"87"	"MLE"	"1.82435"	"0.14259"	"0.1684"	"0.12834"	"0.99188"	"0.01467"	"23.42565"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"88"	"MLE"	"1.09165"	"0.28527"	"0.25275"	"0.25852"	"0.94122"	"0.03275"	"17.00008"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"89"	"MLE"	"0.99981"	"0.34464"	"0.29757"	"0.29768"	"0.87073"	"0.05383"	"13.02361"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"90"	"MLE"	"0.95644"	"0.36888"	"0.34118"	"0.28373"	"0.98046"	"0.0212"	"20.47891"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"91"	"MLE"	"1.1278"	"0.30594"	"0.25518"	"0.265"	"0.971"	"0.02872"	"18.049"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"92"	"MLE"	"1.45507"	"0.21897"	"0.17216"	"0.19871"	"0.92472"	"0.05016"	"13.58848"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"93"	"MLE"	"0.99763"	"0.31517"	"0.26206"	"0.30707"	"0.94247"	"0.03425"	"16.64123"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"94"	"MLE"	"1.22362"	"0.20521"	"0.24719"	"0.27373"	"0.94233"	"0.03966"	"15.46721"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"95"	"MLE"	"0.67978"	"0.37065"	"0.46291"	"0.4895"	"0.85832"	"0.052"	"13.30071"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"96"	"MLE"	"1.08887"	"0.22241"	"0.26679"	"0.25243"	"0.95562"	"0.03202"	"17.1784"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"97"	"MLE"	"0.94176"	"0.40628"	"0.30284"	"0.27591"	"0.94235"	"0.03406"	"16.68646"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"98"	"MLE"	"2.49043"	"0.08664"	"0.11344"	"0.12051"	"0.99751"	"0.00874"	"27.56829"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"99"	"MLE"	"2.56845"	"0.09393"	"0.11615"	"0.10983"	"0.96498"	"0.03181"	"17.23263"	NA
"stick"	"3"	"0.3"	"0.05"	"1"	"100"	"MLE"	"0.84183"	"0.45907"	"0.38911"	"0.42455"	"0.93882"	"0.03408"	"16.68191"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"1"	"MLE"	"0.88369"	"0.43373"	"0.28946"	"0.27208"	"0.94164"	"0.03782"	"15.84879"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"2"	"MLE"	"1.1044"	"0.31468"	"0.26678"	"0.18304"	"0.76732"	"0.09873"	"8.17112"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"3"	"MLE"	"0.95975"	"0.20776"	"0.34597"	"0.30777"	"0.91609"	"0.04803"	"13.93536"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"4"	"MLE"	"0.7381"	"0.12877"	"0.43297"	"0.61532"	"0.90676"	"0.05754"	"12.49029"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"5"	"MLE"	"0.93999"	"0.34799"	"0.36043"	"0.26915"	"0.87626"	"0.0496"	"13.67885"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"6"	"MLE"	"0.73103"	"0.50737"	"0.43012"	"0.53477"	"0.75345"	"0.07428"	"10.44742"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"7"	"MLE"	"0.95844"	"0.33085"	"0.31279"	"0.16254"	"0.34132"	"0.12123"	"6.52893"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"8"	"MLE"	"0.58165"	"0.56444"	"0.56342"	"0.48957"	"0.80998"	"0.03988"	"15.42372"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"9"	"MLE"	"0.7589"	"0.44125"	"0.40499"	"0.44021"	"0.85736"	"0.04259"	"14.89727"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"10"	"MLE"	"1.03344"	"0.27694"	"0.23769"	"0.34658"	"0.9895"	"0.01497"	"23.2642"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"11"	"MLE"	"1.56292"	"0.21456"	"0.15186"	"0.19946"	"0.95911"	"0.0331"	"16.91367"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"12"	"MLE"	"1.58089"	"0.18177"	"0.19357"	"0.13705"	"0.99727"	"0.00865"	"27.64603"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"13"	"MLE"	"3.35934"	"0.08352"	"0.08753"	"0.08131"	"0.9489"	"0.04789"	"13.95948"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"14"	"MLE"	"1.21829"	"0.20589"	"0.22841"	"0.22095"	"0.96289"	"0.02802"	"18.24712"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"15"	"MLE"	"0.86424"	"0.3668"	"0.35683"	"0.39432"	"0.94311"	"0.03273"	"17.00298"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"16"	"MLE"	"1.53248"	"0.21976"	"0.15832"	"0.17722"	"0.94577"	"0.03735"	"15.94698"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"17"	"MLE"	"1.42985"	"0.13137"	"0.31408"	"0.1685"	"0.94327"	"0.04928"	"13.72979"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"18"	"MLE"	"1.62667"	"0.13413"	"0.21288"	"0.18449"	"0.93393"	"0.05099"	"13.45679"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"19"	"MLE"	"1.2121"	"0.25867"	"0.22904"	"0.18581"	"0.71433"	"0.10117"	"7.97604"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"20"	"MLE"	"1.07923"	"0.27135"	"0.29972"	"0.32532"	"0.94909"	"0.03513"	"16.43699"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"21"	"MLE"	"0.99235"	"0.39941"	"0.19445"	"0.30515"	"0.82887"	"0.06564"	"11.43718"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"22"	"MLE"	"0.90782"	"0.3537"	"0.32326"	"0.33498"	"0.94301"	"0.03343"	"16.83485"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"23"	"MLE"	"0.86722"	"0.40876"	"0.31239"	"0.41915"	"0.89155"	"0.04755"	"14.01639"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"24"	"MLE"	"0.64985"	"0.47147"	"0.50591"	"0.51429"	"0.74342"	"0.05626"	"12.67112"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"25"	"MLE"	"2.45184"	"0.10643"	"0.12033"	"0.12738"	"0.87335"	"0.07845"	"10.01116"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"26"	"RDB"	"2.0468"	"0.13873"	"0.16187"	"0.14494"	"0.8894"	"0.07392"	"10.48644"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"27"	"MLE"	"1.50814"	"0.20514"	"0.14233"	"0.26449"	"0.9624"	"0.03758"	"15.89773"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"28"	"MLE"	"0.9663"	"0.36592"	"0.25995"	"0.35102"	"0.95179"	"0.03087"	"17.47335"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"29"	"MLE"	"1.05905"	"0.27885"	"0.18402"	"0.30324"	"0.83396"	"0.07538"	"10.33023"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"30"	"MLE"	"0.72594"	"0.48292"	"0.49679"	"0.23663"	"0.91605"	"0.03721"	"15.97714"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"31"	"MLE"	"0.77768"	"0.35202"	"0.38857"	"0.53337"	"0.85142"	"0.05203"	"13.29587"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"32"	"MLE"	"0.89664"	"0.32136"	"0.27004"	"0.36135"	"0.93802"	"0.03803"	"15.80275"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"33"	"MLE"	"0.76731"	"0.32145"	"0.26603"	"0.36655"	"0.74157"	"0.07817"	"10.03948"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"34"	"MLE"	"3.01921"	"0.10802"	"0.08311"	"0.09271"	"0.95429"	"0.0422"	"14.97074"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"35"	"MLE"	"0.63653"	"0.58136"	"0.66823"	"0.51582"	"0.95983"	"0.0222"	"20.1095"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"36"	"MLE"	"0.75414"	"0.19135"	"0.44448"	"0.51327"	"0.73098"	"0.06179"	"11.91997"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"37"	"MLE"	"0.96622"	"0.33072"	"0.1738"	"0.32081"	"0.4757"	"0.13834"	"5.47271"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"38"	"MLE"	"0.97953"	"0.33078"	"0.37074"	"0.38045"	"0.5705"	"0.08407"	"9.45746"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"39"	"MLE"	"0.86079"	"0.29306"	"0.42033"	"0.37685"	"0.79328"	"0.06717"	"11.25262"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"40"	"MLE"	"1.01255"	"0.38428"	"0.2942"	"0.14592"	"0.95055"	"0.03573"	"16.30311"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"41"	"MLE"	"0.52656"	"0.37097"	"0.6371"	"0.75422"	"0.93309"	"0.02561"	"18.96762"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"42"	"max"	"0.78852"	"0.47001"	"0.30383"	"0.39791"	"0.55896"	"0.0789"	"9.96494"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"43"	"MLE"	"1.41687"	"0.26354"	"0.23309"	"0.19638"	"0.92326"	"0.04689"	"14.12831"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"44"	"MLE"	"0.98"	"0.31825"	"0.34778"	"0.19095"	"0.6711"	"0.09061"	"8.85779"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"45"	"MLE"	"7.6956"	"0.03023"	"0.0312"	"0.0447"	"0.78716"	"0.0876"	"9.12787"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"46"	"MLE"	"2.126"	"0.13254"	"0.11545"	"0.14945"	"0.85593"	"0.06458"	"11.5679"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"47"	"MLE"	"1.14412"	"0.23322"	"0.23294"	"0.2784"	"0.92179"	"0.03944"	"15.51178"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"48"	"MLE"	"0.99235"	"0.47576"	"0.30604"	"0.15577"	"0.80431"	"0.07972"	"9.88255"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"49"	"MLE"	"1.28299"	"0.17643"	"0.23872"	"0.22266"	"0.80807"	"0.06038"	"12.10467"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"50"	"MLE"	"0.98913"	"0.25964"	"0.3176"	"0.22696"	"0.67914"	"0.08726"	"9.15956"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"51"	"MLE"	"1.67607"	"0.14518"	"0.17564"	"0.1467"	"0.83137"	"0.08192"	"9.66426"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"52"	"MLE"	"1.59718"	"0.15884"	"0.1628"	"0.12241"	"0.87915"	"0.06207"	"11.88499"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"53"	"MLE"	"0.64094"	"0.43913"	"0.3652"	"0.66727"	"0.84833"	"0.05446"	"12.93079"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"54"	"max"	"1.01173"	"0.36363"	"0.40958"	"0.33801"	"0.56059"	"0.12722"	"6.14288"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"55"	"MLE"	"1.0597"	"0.35718"	"0.30797"	"0.24936"	"0.7122"	"0.08885"	"9.01452"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"56"	"MLE"	"0.73797"	"0.47402"	"0.41581"	"0.43314"	"0.76531"	"0.0604"	"12.1021"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"57"	"MLE"	"0.67235"	"0.44404"	"0.46397"	"0.64685"	"0.6331"	"0.06647"	"11.33603"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"58"	"MLE"	"2.30601"	"0.09727"	"0.11228"	"0.14214"	"0.994"	"0.01401"	"23.79506"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"59"	"MLE"	"0.66252"	"0.56756"	"0.58134"	"0.46382"	"0.93845"	"0.02743"	"18.4163"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"60"	"MLE"	"0.63693"	"0.67061"	"0.43796"	"0.50527"	"0.94296"	"0.02637"	"18.73394"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"61"	"max"	"0.91718"	"0.38508"	"0.28196"	"0.43765"	"0.6094"	"0.12745"	"6.12886"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"62"	"MLE"	"0.89458"	"0.31056"	"0.48182"	"0.25332"	"0.7481"	"0.09645"	"8.35807"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"63"	"MLE"	"1.43618"	"0.16054"	"0.20088"	"0.21574"	"0.85663"	"0.07461"	"10.41283"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"64"	"RDB"	"3.36587"	"0.0903"	"0.08659"	"0.09001"	"0.9734"	"0.03608"	"16.22454"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"65"	"MLE"	"1.02795"	"0.19141"	"0.29699"	"0.35342"	"0.7194"	"0.09494"	"8.48483"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"66"	"MLE"	"0.88561"	"0.37066"	"0.36405"	"0.37888"	"0.80723"	"0.07124"	"10.78211"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"67"	"MLE"	"0.73998"	"0.54767"	"0.35936"	"0.36427"	"0.88208"	"0.04849"	"13.8593"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"68"	"MLE"	"5.39777"	"0.07565"	"0.04138"	"0.03836"	"0.98714"	"0.0246"	"19.28872"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"69"	"MLE"	"0.95437"	"0.38891"	"0.30265"	"0.30294"	"0.90564"	"0.04703"	"14.10456"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"70"	"MLE"	"1.25812"	"0.24302"	"0.17764"	"0.24061"	"0.99385"	"0.01188"	"25.11289"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"71"	"MLE"	"0.77585"	"0.51853"	"0.3263"	"0.33401"	"0.7101"	"0.06495"	"11.52145"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"72"	"MLE"	"2.58414"	"0.12115"	"0.10783"	"0.0461"	"0.86982"	"0.07332"	"10.55229"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"73"	"RDB"	"1.14309"	"0.27222"	"0.265"	"0.36266"	"0.82374"	"0.09386"	"8.57626"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"74"	"MLE"	"0.83971"	"0.30826"	"0.35914"	"0.37741"	"0.8512"	"0.04766"	"13.99845"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"75"	"MLE"	"1.01107"	"0.13813"	"0.34865"	"0.30797"	"0.76197"	"0.08577"	"9.29696"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"76"	"MLE"	"0.78866"	"0.2958"	"0.4652"	"0.29388"	"0.79981"	"0.05525"	"12.81578"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"77"	"MLE"	"0.72221"	"0.36619"	"0.37485"	"0.45041"	"0.76853"	"0.06774"	"11.18555"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"78"	"MLE"	"1.10547"	"0.30903"	"0.32385"	"0.20179"	"0.91605"	"0.05034"	"13.55989"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"79"	"MLE"	"1.36628"	"0.19239"	"0.20804"	"0.23377"	"0.97944"	"0.0239"	"19.51832"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"80"	"MLE"	"1.01955"	"0.42394"	"0.29609"	"0.29535"	"0.94386"	"0.04119"	"15.16538"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"81"	"MLE"	"0.97657"	"0.30722"	"0.31229"	"0.30203"	"0.5919"	"0.11401"	"7.02017"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"82"	"MLE"	"1.55083"	"0.19407"	"0.1766"	"0.22466"	"0.86711"	"0.0773"	"10.12877"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"83"	"MLE"	"1.10006"	"0.31053"	"0.42127"	"0.13875"	"0.89423"	"0.06738"	"11.2279"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"84"	"RDB"	"9.65378"	"0.03325"	"0.03069"	"0.02041"	"0.91783"	"0.05536"	"12.79977"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"85"	"MLE"	"0.77304"	"0.29632"	"0.2908"	"0.44104"	"0.78324"	"0.06722"	"11.24624"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"86"	"MLE"	"1.30392"	"0.20652"	"0.22317"	"0.25147"	"0.66217"	"0.09201"	"8.73542"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"87"	"RDB"	"3.83261"	"0.08115"	"0.05834"	"0.0516"	"0.95964"	"0.03606"	"16.22911"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"88"	"MLE"	"0.9299"	"0.40042"	"0.258"	"0.32126"	"0.84575"	"0.0628"	"11.79091"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"89"	"RDB"	"1.50584"	"0.22498"	"0.23233"	"0.18001"	"0.89784"	"0.07032"	"10.88558"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"90"	"MLE"	"0.53696"	"0.64935"	"0.44062"	"0.64329"	"0.66841"	"0.04249"	"14.91559"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"91"	"MLE"	"4.14156"	"0.05927"	"0.0567"	"0.04312"	"0.85072"	"0.0599"	"12.16927"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"92"	"MLE"	"0.77053"	"0.39962"	"0.47832"	"0.47316"	"0.76948"	"0.07853"	"10.00306"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"93"	"MLE"	"0.69744"	"0.60385"	"0.60145"	"0.3713"	"0.81553"	"0.04754"	"14.0174"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"94"	"MLE"	"1.08496"	"0.31207"	"0.28487"	"0.26036"	"0.94964"	"0.03765"	"15.88281"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"95"	"MLE"	"0.95152"	"0.39211"	"0.39282"	"0.34249"	"0.98004"	"0.02134"	"20.42485"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"96"	"MLE"	"1.54362"	"0.14335"	"0.16913"	"0.18067"	"0.96547"	"0.02927"	"17.89797"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"97"	"RDB"	"1.73593"	"0.22013"	"0.107"	"0.16463"	"0.94049"	"0.04851"	"13.85626"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"98"	"MLE"	"1.55629"	"0.23328"	"0.17049"	"0.16242"	"0.96382"	"0.03525"	"16.41077"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"99"	"MLE"	"1.54581"	"0.18209"	"0.1622"	"0.2211"	"0.81449"	"0.0957"	"8.42104"	NA
"stick"	"3"	"0.3"	"0.08"	"1"	"100"	"MLE"	"1.55117"	"0.19831"	"0.1702"	"0.18299"	"0.7749"	"0.07215"	"10.68002"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"1"	"MLE"	"0.92883"	"0.52981"	"0.55517"	"0.54949"	"0.98898"	"0.01496"	"23.26654"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"2"	"MLE"	"1.10888"	"0.43424"	"0.42437"	"0.43523"	"0.99859"	"0.00666"	"29.74466"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"3"	"MLE"	"1.13339"	"0.45474"	"0.41335"	"0.444"	"0.99787"	"0.00812"	"28.15562"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"4"	"MLE"	"0.91399"	"0.57931"	"0.55272"	"0.54744"	"0.98681"	"0.01638"	"22.5439"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"5"	"MLE"	"1.03265"	"0.49861"	"0.48828"	"0.48956"	"0.98367"	"0.02062"	"20.70032"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"6"	"MLE"	"1.02345"	"0.49021"	"0.46858"	"0.48627"	"0.99091"	"0.01496"	"23.26727"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"7"	"MLE"	"0.9436"	"0.53212"	"0.52367"	"0.54023"	"0.99205"	"0.0135"	"24.08754"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"8"	"MLE"	"1.01905"	"0.48317"	"0.48339"	"0.49918"	"0.99723"	"0.00847"	"27.82073"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"9"	"MLE"	"1.00256"	"0.48772"	"0.50388"	"0.48438"	"0.9858"	"0.01975"	"21.04696"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"10"	"MLE"	"0.99022"	"0.52324"	"0.48855"	"0.50996"	"0.9854"	"0.01989"	"20.98898"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"11"	"MLE"	"1.0548"	"0.47071"	"0.46062"	"0.438"	"0.98497"	"0.02077"	"20.64353"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"12"	"MLE"	"0.97154"	"0.53365"	"0.50289"	"0.52111"	"0.98727"	"0.01808"	"21.7521"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"13"	"MLE"	"0.98668"	"0.4909"	"0.52507"	"0.50071"	"0.98602"	"0.01955"	"21.12541"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"14"	"MLE"	"0.98346"	"0.49726"	"0.51882"	"0.50795"	"0.99123"	"0.01518"	"23.15307"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"15"	"MLE"	"1.03316"	"0.46558"	"0.47632"	"0.46366"	"0.99887"	"0.00544"	"31.35863"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"16"	"MLE"	"1.04185"	"0.48826"	"0.46961"	"0.4889"	"0.99874"	"0.00579"	"30.85514"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"17"	"MLE"	"0.95727"	"0.54303"	"0.54768"	"0.53825"	"0.98584"	"0.01848"	"21.57838"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"18"	"MLE"	"1.01803"	"0.50328"	"0.48092"	"0.4884"	"0.992"	"0.01381"	"23.90484"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"19"	"MLE"	"0.93406"	"0.54052"	"0.51839"	"0.55914"	"0.9789"	"0.0216"	"20.32883"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"20"	"MLE"	"0.95605"	"0.55779"	"0.52365"	"0.55852"	"0.99542"	"0.01023"	"26.30552"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"21"	"MLE"	"1.00013"	"0.49586"	"0.51349"	"0.51344"	"0.99704"	"0.00845"	"27.83935"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"22"	"MLE"	"1.05295"	"0.45238"	"0.45692"	"0.48954"	"0.98543"	"0.01929"	"21.2346"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"23"	"MLE"	"0.94581"	"0.5322"	"0.52347"	"0.53257"	"0.99835"	"0.00596"	"30.63374"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"24"	"MLE"	"0.9403"	"0.5134"	"0.56368"	"0.56951"	"0.98086"	"0.02107"	"20.52641"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"25"	"MLE"	"0.91238"	"0.58737"	"0.52334"	"0.56865"	"0.97298"	"0.02516"	"19.11003"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"26"	"MLE"	"0.9756"	"0.5496"	"0.51291"	"0.50492"	"0.97143"	"0.02603"	"18.83566"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"27"	"MLE"	"0.94992"	"0.55294"	"0.53282"	"0.52886"	"0.99755"	"0.00729"	"29.01339"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"28"	"MLE"	"1.05724"	"0.43942"	"0.43351"	"0.45583"	"0.9927"	"0.0149"	"23.30086"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"29"	"MLE"	"0.95961"	"0.54424"	"0.50816"	"0.55328"	"0.98687"	"0.01742"	"22.04854"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"30"	"MLE"	"1.04436"	"0.46904"	"0.46654"	"0.48281"	"0.99359"	"0.01274"	"24.55407"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"31"	"MLE"	"1.02631"	"0.45696"	"0.45957"	"0.52142"	"0.9922"	"0.01494"	"23.27692"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"32"	"MLE"	"0.97801"	"0.52396"	"0.50213"	"0.4949"	"0.99294"	"0.01308"	"24.33974"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"33"	"MLE"	"0.98418"	"0.51615"	"0.51606"	"0.50949"	"0.97637"	"0.02478"	"19.22887"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"34"	"MLE"	"1.01556"	"0.50796"	"0.47464"	"0.47582"	"0.98933"	"0.0175"	"22.01357"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"35"	"MLE"	"0.93538"	"0.49474"	"0.58812"	"0.54642"	"0.98145"	"0.01988"	"20.99094"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"36"	"MLE"	"0.9511"	"0.53539"	"0.54412"	"0.5205"	"0.99653"	"0.00878"	"27.53418"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"37"	"MLE"	"1.07"	"0.44882"	"0.46401"	"0.48216"	"0.99753"	"0.0083"	"27.97696"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"38"	"MLE"	"1.01836"	"0.48445"	"0.47531"	"0.49239"	"0.9952"	"0.01105"	"25.68948"	NA
"stick"	"3"	"0.5"	"0.02"	"1"	"39"	"MLE"	"0.9976"	"0.47773"	"0.53164"	"0.50035"	"0.99697"	"0.00845"	"27.83853"	NA
