"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"-0.1"	"0.05"	"1"	"55"	"MLE"	"0.92955"	"-0.1469"	"-0.08823"	"-0.07592"	"0.82318"	"0.04028"	"15.34325"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"56"	"MLE"	"0.97085"	"-0.03824"	"-0.08973"	"-0.15532"	"0.92111"	"0.02802"	"18.24801"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"57"	"MLE"	"0.0809"	"-0.64313"	"-0.8886"	"-0.73326"	"0.98203"	"0.01462"	"23.44896"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"58"	"MLE"	"0.98278"	"-0.17821"	"-0.09319"	"-0.0401"	"0.94646"	"0.02459"	"19.29048"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"59"	"MLE"	"0.23545"	"-0.42976"	"-0.41316"	"-0.21083"	"0.96564"	"0.01795"	"21.81155"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"60"	"MLE"	"0.21607"	"-0.55265"	"-0.15403"	"-0.32462"	"0.95152"	"0.02112"	"20.51044"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"61"	"MLE"	"0.47194"	"-0.28855"	"-0.1689"	"-0.16538"	"0.85156"	"0.04128"	"15.14714"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"62"	"MLE"	"0.78396"	"-0.12736"	"-0.08772"	"-0.14655"	"0.66788"	"0.05628"	"12.66777"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"63"	"MLE"	"1.18513"	"-0.05498"	"-0.07263"	"-0.07011"	"0.9509"	"0.01434"	"23.6041"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"64"	"MLE"	"0.7455"	"-0.13894"	"-0.15129"	"-0.11564"	"0.96262"	"0.01888"	"21.40504"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"65"	"max"	"0.1"	"-0.72921"	"-0.65531"	"-0.72489"	"0.30503"	"0.06952"	"10.97735"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"66"	"max"	"0.1"	"-0.53315"	"-0.94377"	"-0.3462"	"-1.38417"	"0.09235"	"8.70554"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"67"	"MLE"	"1.21435"	"-0.06893"	"-0.07675"	"-0.10752"	"0.94589"	"0.01993"	"20.9725"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"68"	"MLE"	"1.00114"	"-0.15624"	"-0.06019"	"-0.06899"	"0.90007"	"0.03283"	"16.97951"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"69"	"MLE"	"0.66387"	"-0.09503"	"-0.11746"	"-0.18883"	"0.96644"	"0.01547"	"22.99799"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"70"	"RDB"	"0.14217"	"-0.67766"	"-0.28758"	"-0.39962"	"0.6735"	"0.04164"	"15.07736"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"71"	"max"	"0.1"	"-0.47837"	"-0.98144"	"-0.47933"	"-0.24737"	"0.07526"	"10.34248"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"72"	"MLE"	"0.08277"	"-0.73118"	"-0.7072"	"-0.60511"	"0.93917"	"0.02261"	"19.96401"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"73"	"MLE"	"0.18242"	"-0.51307"	"-0.10845"	"-0.78316"	"0.92635"	"0.0358"	"16.287"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"74"	"max"	"0.1"	"-0.65007"	"-0.55984"	"-0.82791"	"0.56358"	"0.04986"	"13.63606"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"75"	"MLE"	"1.48226"	"-0.07319"	"-0.07754"	"-0.03599"	"0.78364"	"0.04893"	"13.78737"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"76"	"max"	"0.14001"	"-0.62797"	"0.03382"	"-0.92841"	"0.51121"	"0.06493"	"11.52461"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"77"	"MLE"	"0.12286"	"-0.56474"	"-1.05336"	"-0.26337"	"0.92906"	"0.03473"	"16.52877"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"78"	"MLE"	"0.13352"	"-0.87333"	"-0.40228"	"-0.47579"	"0.91554"	"0.03481"	"16.51188"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"79"	"max"	"0.1"	"-0.79957"	"-0.51349"	"-0.81829"	"-0.76375"	"0.08884"	"9.01542"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"80"	"max"	"0.1"	"-0.6217"	"-0.94153"	"-0.39976"	"0.23401"	"0.06516"	"11.49595"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"81"	"MLE"	"0.3896"	"-0.32112"	"-0.13331"	"-0.20137"	"0.83895"	"0.04351"	"14.72637"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"82"	"MLE"	"0.24727"	"-0.35266"	"-0.33582"	"-0.33894"	"0.94161"	"0.02517"	"19.1038"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"83"	"MLE"	"2.18121"	"-0.05153"	"-0.07061"	"-0.03586"	"0.8281"	"0.04068"	"15.2641"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"84"	"MLE"	"0.14488"	"-0.63094"	"-0.38291"	"-0.48771"	"0.97487"	"0.01588"	"22.78862"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"85"	"max"	"0.1"	"-0.74198"	"-0.61083"	"-0.80113"	"0.70579"	"0.04757"	"14.01294"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"86"	"max"	"0.1"	"-0.64256"	"-0.26879"	"-1.1891"	"0.46964"	"0.07454"	"10.42019"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"87"	"max"	"0.1"	"-0.19292"	"-1.03672"	"-0.84649"	"0.43067"	"0.06384"	"11.66"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"88"	"MLE"	"0.16249"	"-0.3596"	"-0.8042"	"-0.167"	"0.97137"	"0.01641"	"22.52722"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"89"	"MLE"	"0.61541"	"-0.10776"	"-0.25059"	"-0.11988"	"0.83642"	"0.0444"	"14.56419"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"90"	"MLE"	"0.14796"	"-0.58849"	"-0.65276"	"-0.32814"	"0.93569"	"0.02948"	"17.84115"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"91"	"MLE"	"0.06517"	"-1.08435"	"-0.99537"	"-0.62651"	"0.98154"	"0.01575"	"22.85787"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"92"	"RDB"	"0.36331"	"-0.14457"	"-0.32269"	"-0.35156"	"0.8084"	"0.04521"	"14.41913"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"93"	"MLE"	"0.44"	"-0.26317"	"-0.17202"	"-0.21752"	"0.93282"	"0.0271"	"18.51529"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"94"	"max"	"0.1"	"-0.57642"	"-0.51403"	"-0.82255"	"0.11645"	"0.06835"	"11.1131"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"95"	"MLE"	"0.25225"	"-0.31928"	"-0.22802"	"-0.58696"	"0.96052"	"0.02509"	"19.1311"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"96"	"max"	"0.1053"	"-0.75923"	"-0.26135"	"-0.93245"	"0.50652"	"0.07067"	"10.84587"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"97"	"MLE"	"0.93262"	"-0.10043"	"-0.13106"	"-0.11593"	"0.85934"	"0.03527"	"16.40616"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"98"	"MLE"	"1.0062"	"-0.10813"	"-0.09434"	"-0.07284"	"0.76612"	"0.04789"	"13.95909"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"99"	"MLE"	"1.50208"	"-0.07091"	"-0.05614"	"-0.04992"	"0.81806"	"0.0376"	"15.89509"	NA
"stick"	"3"	"-0.1"	"0.05"	"1"	"100"	"MLE"	"0.40006"	"-0.16092"	"-0.20937"	"-0.25946"	"0.89014"	"0.02853"	"18.10408"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"1"	"MLE"	"0.57717"	"-0.11296"	"-0.17562"	"-0.29627"	"0.96786"	"0.02191"	"20.21622"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"2"	"MLE"	"0.89164"	"-0.12169"	"-0.12105"	"-0.18393"	"0.67569"	"0.09473"	"8.50269"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"3"	"MLE"	"0.30777"	"-0.40198"	"-0.349"	"-0.16141"	"0.8805"	"0.04269"	"14.87833"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"4"	"RDB"	"0.11226"	"-0.27445"	"-0.41907"	"-1.03779"	"0.25651"	"0.07795"	"10.06164"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"5"	"MLE"	"0.31624"	"-0.45332"	"-0.19262"	"-0.24775"	"0.74645"	"0.07096"	"10.81365"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"6"	"max"	"0.1"	"-0.57956"	"-0.5154"	"-0.73693"	"-11.00307"	"0.10459"	"7.7103"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"7"	"max"	"0.1"	"-0.98352"	"-0.32933"	"-0.84576"	"-0.31606"	"0.09316"	"8.6357"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"8"	"max"	"0.1"	"-0.15487"	"-0.89841"	"-0.83416"	"-0.16431"	"0.0873"	"9.15547"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"9"	"MLE"	"0.05603"	"-1.10973"	"-0.58258"	"-1.66222"	"0.92364"	"0.03846"	"15.7137"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"10"	"max"	"0.1"	"-0.05856"	"-0.74975"	"-1.07289"	"-1.04627"	"0.14388"	"5.15853"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"11"	"MLE"	"2.01352"	"-0.02584"	"-0.0547"	"-0.11103"	"0.81798"	"0.0642"	"11.61396"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"12"	"max"	"0.20409"	"-0.04065"	"-0.56604"	"-0.73865"	"0.12061"	"0.15154"	"4.74357"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"13"	"MLE"	"0.99146"	"-0.08748"	"-0.12691"	"-0.18113"	"0.94429"	"0.03157"	"17.29228"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"14"	"MLE"	"0.72428"	"-0.14876"	"-0.17571"	"-0.14951"	"0.68372"	"0.07687"	"10.17377"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"15"	"max"	"0.1"	"-0.82678"	"-1.30655"	"-0.25938"	"-0.34817"	"0.12868"	"6.05213"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"16"	"MLE"	"1.33786"	"-0.09206"	"-0.08214"	"-0.09848"	"0.68971"	"0.07265"	"10.62542"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"17"	"max"	"0.1"	"-0.23025"	"-0.86628"	"-1.08245"	"0.31304"	"0.08479"	"9.38957"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"18"	"RDB"	"0.31337"	"-0.30774"	"-0.31415"	"-0.28538"	"0.44642"	"0.08149"	"9.70656"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"19"	"MLE"	"0.15532"	"-0.51456"	"-0.52956"	"-0.57226"	"0.84955"	"0.05338"	"13.09032"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"20"	"max"	"0.10448"	"-0.86375"	"-0.51465"	"-0.33275"	"0.29378"	"0.08665"	"9.2157"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"21"	"max"	"0.18114"	"-0.6939"	"-0.05562"	"-0.59152"	"0.10491"	"0.1502"	"4.8148"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"22"	"MLE"	"0.4476"	"-0.35953"	"-0.12148"	"-0.1328"	"0.79002"	"0.05661"	"12.62079"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"23"	"MLE"	"0.39757"	"-0.19821"	"-0.14396"	"-0.40233"	"0.8049"	"0.05003"	"13.60972"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"24"	"max"	"0.1"	"-0.52393"	"-0.89845"	"-0.67652"	"0.03576"	"0.07609"	"10.25532"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"25"	"MLE"	"0.62938"	"-0.07095"	"-0.09996"	"-0.30512"	"0.76653"	"0.05652"	"12.63363"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"26"	"MLE"	"3.43823"	"-0.05865"	"-0.02512"	"-0.0407"	"0.86374"	"0.05161"	"13.361"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"27"	"MLE"	"1.79835"	"-0.09325"	"-0.04966"	"-0.03438"	"0.66942"	"0.05776"	"12.46074"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"28"	"MLE"	"0.77605"	"-0.08761"	"-0.05438"	"-0.17019"	"0.77721"	"0.04848"	"13.86064"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"29"	"max"	"0.1"	"-0.70869"	"-0.91828"	"-0.14863"	"-1.29095"	"0.12738"	"6.13291"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"30"	"RDB"	"0.36667"	"-0.35602"	"-0.19942"	"-0.22352"	"0.42053"	"0.06827"	"11.12289"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"31"	"MLE"	"0.32206"	"-0.35819"	"-0.32139"	"-0.25588"	"0.87803"	"0.03871"	"15.66095"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"32"	"MLE"	"0.37275"	"-0.19307"	"-0.33066"	"-0.37899"	"0.68481"	"0.09975"	"8.08907"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"33"	"max"	"0.1"	"-0.64257"	"-1.11058"	"-0.24606"	"0.37833"	"0.0808"	"9.77489"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"34"	"MLE"	"0.0569"	"-0.66939"	"-1.33843"	"-0.95679"	"0.9193"	"0.03615"	"16.20993"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"35"	"max"	"0.1"	"-0.61576"	"-0.11803"	"-1.0163"	"-0.26595"	"0.10156"	"7.94522"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"36"	"RDB"	"0.12523"	"-1.13931"	"-0.46471"	"-0.29105"	"0.51551"	"0.07406"	"10.47177"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"37"	"MLE"	"0.90761"	"-0.06977"	"-0.16446"	"-0.13187"	"0.81269"	"0.05288"	"13.16661"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"38"	"MLE"	"0.70286"	"-0.13388"	"-0.18283"	"-0.12066"	"0.60578"	"0.06625"	"11.36337"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"39"	"max"	"0.1"	"-0.34433"	"-0.88109"	"-0.56285"	"-0.13417"	"0.11769"	"6.76606"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"40"	"max"	"0.1"	"-0.71317"	"-1.32183"	"-0.32893"	"0.4141"	"0.09395"	"8.56825"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"41"	"max"	"0.1"	"-0.78104"	"-0.83778"	"-0.15256"	"-1.81169"	"0.11834"	"6.72213"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"42"	"MLE"	"0.30408"	"-0.17595"	"-0.38935"	"-0.38585"	"0.96714"	"0.02154"	"20.35187"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"43"	"MLE"	"0.11495"	"-0.88995"	"-0.51479"	"-0.26288"	"0.5653"	"0.08142"	"9.71359"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"44"	"max"	"0.25601"	"-0.54939"	"-0.63825"	"0.05991"	"0.0941"	"0.15631"	"4.49589"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"45"	"MLE"	"0.15643"	"-0.29742"	"-0.64829"	"-0.50536"	"0.75005"	"0.05951"	"12.22153"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"46"	"max"	"0.1"	"-0.9739"	"-0.34056"	"-0.61029"	"-0.39189"	"0.10798"	"7.4551"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"47"	"max"	"0.1"	"-0.59165"	"-0.58172"	"-0.68827"	"-18.02233"	"0.12271"	"6.43194"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"48"	"max"	"0.1"	"-1.03783"	"-0.75959"	"-0.22225"	"-0.3643"	"0.1068"	"7.54303"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"49"	"MLE"	"0.31332"	"-0.26052"	"-0.464"	"-0.13972"	"0.7057"	"0.06265"	"11.8098"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"50"	"MLE"	"1.82977"	"-0.04054"	"-0.05189"	"-0.04183"	"0.75275"	"0.0352"	"16.42105"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"51"	"max"	"0.1067"	"-1.25831"	"-0.12417"	"-0.66749"	"0.41157"	"0.08909"	"8.99333"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"52"	"MLE"	"0.11273"	"-1.10108"	"-0.45162"	"-0.48477"	"0.8537"	"0.0533"	"13.10325"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"53"	"max"	"0.1"	"-0.82198"	"-1.04736"	"-0.39845"	"-0.0986"	"0.12216"	"6.46781"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"54"	"MLE"	"0.23208"	"-0.29369"	"-0.05193"	"-1.09954"	"0.86979"	"0.0654"	"11.46601"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"55"	"max"	"0.1"	"-0.47982"	"-0.46362"	"-1.08109"	"-0.89988"	"0.09683"	"8.32694"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"56"	"max"	"0.1"	"-0.75339"	"-0.51483"	"-0.69408"	"-0.17335"	"0.10555"	"7.63701"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"57"	"MLE"	"0.36387"	"-0.23539"	"-0.26113"	"-0.16139"	"0.45044"	"0.07685"	"10.17572"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"58"	"RDB"	"0.07752"	"-0.98136"	"-0.77071"	"-0.80173"	"0.27162"	"0.10802"	"7.45213"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"59"	"max"	"0.11817"	"-0.8272"	"0.05703"	"-0.82756"	"0.516"	"0.06743"	"11.22162"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"60"	"MLE"	"1.69656"	"-0.06127"	"-0.03436"	"-0.09007"	"0.5407"	"0.09781"	"8.24648"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"61"	"max"	"0.1"	"-0.50753"	"-1.07532"	"-0.44789"	"0.43868"	"0.07469"	"10.4039"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"62"	"RDB"	"0.25554"	"-0.29997"	"-0.30109"	"-0.30985"	"-0.47477"	"0.10436"	"7.72807"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"63"	"max"	"0.1"	"-0.73179"	"-0.24166"	"-0.75165"	"-0.34309"	"0.08392"	"9.47147"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"64"	"max"	"0.29097"	"-0.6123"	"-0.63309"	"0.2251"	"0.29016"	"0.13017"	"5.95974"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"65"	"max"	"0.1"	"-1.00232"	"-0.76311"	"-0.50632"	"0.28099"	"0.08666"	"9.21433"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"66"	"MLE"	"0.42518"	"-0.15542"	"-0.22463"	"-0.24735"	"0.52887"	"0.09959"	"8.10179"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"67"	"max"	"0.1"	"-0.40373"	"-1.35707"	"-0.4212"	"0.53027"	"0.08395"	"9.46848"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"68"	"max"	"0.10407"	"-0.26006"	"-0.78261"	"-0.945"	"0.06127"	"0.14463"	"5.11716"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"69"	"max"	"0.10247"	"-0.98225"	"-0.24706"	"-0.53124"	"0.53168"	"0.05935"	"12.24291"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"70"	"MLE"	"0.05678"	"-0.68119"	"-0.74306"	"-1.52188"	"0.83874"	"0.04713"	"14.08683"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"71"	"max"	"0.1"	"-0.17348"	"-0.34919"	"-1.42022"	"0.37006"	"0.07305"	"10.58107"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"72"	"MLE"	"2.86937"	"-0.02381"	"-0.0439"	"-0.02649"	"0.63651"	"0.07201"	"10.69582"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"73"	"max"	"0.1"	"-0.81445"	"-0.88803"	"-0.20704"	"0.00014"	"0.07634"	"10.22924"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"74"	"MLE"	"0.24286"	"-0.03244"	"-0.28628"	"-0.45062"	"0.59725"	"0.0643"	"11.60209"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"75"	"RDB"	"0.55203"	"-0.02224"	"-0.21284"	"-0.20848"	"0.65928"	"0.04657"	"14.18297"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"76"	"max"	"0.22749"	"-0.36971"	"0.08707"	"-0.79098"	"0.40999"	"0.11587"	"6.89099"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"77"	"MLE"	"1.41409"	"-0.04949"	"-0.06448"	"-0.11474"	"0.76544"	"0.0618"	"11.9195"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"78"	"RDB"	"0.25896"	"-0.43813"	"-0.40859"	"-0.36927"	"0.66427"	"0.0785"	"10.00596"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"79"	"MLE"	"0.38772"	"-0.39175"	"-0.01269"	"-0.27933"	"0.76951"	"0.06204"	"11.88766"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"80"	"RDB"	"0.14803"	"-0.73538"	"-0.35927"	"-0.42927"	"0.31791"	"0.07643"	"10.21961"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"81"	"MLE"	"0.16417"	"-0.45655"	"-0.51134"	"-0.64188"	"0.78578"	"0.07691"	"10.16928"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"82"	"MLE"	"0.21644"	"-0.27075"	"-0.3561"	"-0.51474"	"0.69096"	"0.06379"	"11.66618"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"83"	"MLE"	"0.19822"	"-0.43329"	"-0.37023"	"-0.42288"	"0.94589"	"0.02424"	"19.40673"	NA
"stick"	"3"	"-0.1"	"0.08"	"1"	"84"	"max"	"0.17075"	"-0.82673"	"-0.43902"	"0.02592"	"0.43719"	"0.0955"	"8.43777"	NA
